RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH,SOUNDING_TYPE,YEARSUNK,HISTORY
12902,UNKNOWN,"Submerged, dangerous",39.775289,-74.084119,Poor,17,Feets,,"SOURCE UNKNOWN-- WRECK 17 FT REP IN LAT.39-46-31.04N, LONG. 079-05-02.83W. FIRST CHARTED ON 15TH ED. 1973(ENT.12/27/04, JRS)"
1428,R.P. RESOR,Unknown,39.776781,-73.421225,Low,60,Feets,,"HISTORY
  CL395/50--PROJECT INSTRUCTIONS, CS326, ITEM 32; WK NO.218, REPORTED 
DEMOLISHED AND CLEARED TO 50 FT., 62 FT LD         
  NM48/43--LIGHTED BELL BUOY FORMERLY BUOYED AT LAT.39-47-45N, LONG. ì
73-25-50W WAS DISCONTINUED.
  CL632/50 --FIELD REPORT, WK FOUND (SEE FE99) 
  FE99--FE8/51; FOUND AT POS.39-46-36N, 73-25-18W, HUNG AT 66 FT, CLEARED  ì
TO 60 FT., NO DIVER INVESTIGATION, SHORAN CONTROL

 DESCRIPTION
                                
  24 NO.321; TANKER, 7451 GT; SUNK 2/27/42 BY SUBMARINE; POS. ACCURACY WITHIN ì
1 MILE AT 39-47-45N, 73-25-50W; REPORTED DEMOLISHED THRU HO MISC 11/3/43 
  **** USG SUNKEN TANKER PROJECT,1967--LOCATED AT POS.39-46-12N, 73-25-12W,  ì
DIVERS OBSREVED HULL IN 2 SECTIONS, BADLY TORN APART AND COVERED WITH ì
SEA GROWTH IN 127 FT. OF WATER. (CG POS. NOT CONSIDERED RELIABLE DUE ì
TO LARGE DIFFERENCES FROM OTHER SOURCES. 1967 POS. MAY BE LORAN-C DERIVED ì
FROM EARLY, LESS ACCURATE LORAN CHART)                                   
  27 NO.218;TK, 4620 NT, SUNK 2/27/42; WRECK DEMOLISHED AND CLEARED BY WD TO ì
LD OF 50 FT. AT MLW.                                                     
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26638.2, ì
9960-Y 43277.2. (ENTERED MSM 4/90)"
1433,C.J. HOOPER,Unknown,39.787342,-73.926517,Low,56,Feets,,"FE00097/50 -- CS-326; MIN HANG 58 FT. CLEARED TO 55 FT IN LAT. 39-47-14, LONG. 73-55-37
  LNM DATED 2/28/51;                                                            

DESCRIPTION
  24 NO.590; SCHOONER; SUNK 11/6/48; POSITION ACCURACY WITHIN 1 MILE;         
     WD CLEAR TO 56 FT(SOURCE UNK)."
7733,TEXAS TOWER 4,"Submerged, dangerous",39.799008,-72.668889,Med,9.7,Fathoms,,"DESCRIPTION
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL. NO. 203-622-8020; IDENTIFIED AS TEXAS ì
TOWER; 9960-X 26313.0, 9960-Y 43267.8; LAT. 39-47-56.03N, LONG. ì
72-40-09.68W (COMPUTED FROM LORAN RATES). (ENTERED 5/90 MSM)"
1436,F.F. CLAIN,Unknown,39.804842,-73.928183,Med,57,Feets,,"FE00097/50 -- CS-326; MIN HANG 60 FT. CLEARED TO 57 FT IN LAT. 39-48-17, LONG. 73-55-43


DESCRIPTION
  24 NO.591; POS. ACCUR. 1 MILE; CLEARED TO 57 FT.                            
  61 7/17/44"
13809,UNKNOWN,"Submerged, dangerous",39.822906,-75.376381,High,5.49,Meters,,"S00004/02 -- S-D602-RU-02 (HLS);
Survey Position: 039° 49' 22.461"" N, 75° 22' 34.972"" W
Least Depth: 5.49 m
Timestamp: 2002-169.21:52:54.895 (06/18/2002)
chart wreck....PS Lund. 200% Side Scan Sonar coverage and SWMB was acquired over the item. The Hydrographer recommends charting
the sounding on the wreck.
UPDATED 9/27/2006 JCM
  H12150-- S-D903-NRT5-09; Area was covered with 200% SSS, no wreck identified in imagery. Feature is AWOIS Item #13809. Retain charted 18 ft dangerous wreck."
1445,GULF TRADE,Unknown,39.828172,-73.833458,Poor,48,Feets,,"HISTORY
  UNKNOWN SOURCE--ORIGINATING SOURCE NOT DETERMINED; CHARTED AS CLEARED TO ì
8 FMS.     
  NM52/43--BUOY AT LAT.39-50-18N, LONG.73-49-25W WAS DISCONTINUED. 

 DESCRIPTION       
  24 NO.328; POS.39-49-32W, 73-50-00W; POS. ACCUR. 1 MILE; CLEARED TO 48 FT ì
REPORTED DEMOLISHED AT ORIGINAL POSITION 39-50-36N, 73-49-30W.           
  27 NO.217; TANKER, 4223 NT(STERN) SUNK 3/10/42. CLEARED TO 44 FT. AT MLW.   
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26820.5, ì
9960-Y 43318.2; STERN PORTION. (ENTERED MSM 4/90)"
14903,UNKNOWN,"Submerged, dangerous",39.853,-75.236694,High,33,Feets,,"H12149, S-D903-NRT5-09;  Submerged wreck found at 39/51/10.8 - 75/14/12.1 with least depth of 33 ft.  Investigated with 200% SSS and 100% MBES.  (Entered CEH 3/2011)"
1455,TOLTEN,"Submerged, dangerous",39.896783,-73.802903,Low,32,Feets,,"HISTORY
  NM 13/42 REPORTED AT LAT. 39-55-30, LONG. 73-47-30 AND 1000 FT. S. OF ì
BUOY                                                                         

 DESCRIPTION 
  24 NO. 319; CARGO, 1858 GT; SUNK 3/14/42 BY SUBM.; POS. ACCU. WITHIN 1 ì
MILE; WD CLEARED TO 51 FT. (SOURCE UNK); LOCATED 1950 (SOURCE ì
UNK); REPORTED DEMOLISHED AND LEAST DEPTH OF 32 FT. OVER WRECK; ESF ì
CLEARED TO 56F FT., REPORTED DEMOLISHED W/32 FT. LD BY ESF 7/31/43 AND ì
H.O. 6F1/3/43.                                                           
  27 NO.215; CARGO, 1014 NT, SANK 3/14/42, WRECK DEMOLISHED. A LD OF 32 FT.; ì
POS. LAT.39-55-30N, LONG.73-47-30W.                                     
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26815.9, ì
9960-Y 43360.1. (ENTERED MSM 4/90)"
1458,UNKNOWN,Unknown,39.93345,-73.927353,Low,58,Feets,,"DESCRIPTION
  27 NO.593; SUNK BEFORE THE WAR; LOCATED BY WIRE DRAG SURVEY BY CGS          
      IN 1939 AND CLEARED TO LEAST DEPTH OF 58 FT"
1463,UNKNOWN,Unknown,39.94845,-73.919297,Low,63,Feets,,"F00097/50 -- CS-326; WD SURVEY FATH SDG 63FT WITH MIN HANG OF 67FT AND A CLEARENCE OF 63FT IN LAT. 39-56-54, LONG. 73-55-11

DESCRIPTION                                              
  27 NO.592; SUNK BEFORE WW II; WD IN 1939 BY CGS, CLEAR TO 60 FT."
1462,ANASTASIA,Unknown,39.950117,-73.882906,Low,63,Feets,,"DESCRIPTION               
  24 NO.348; CARGO, 1313 GT; POSITION ACCURACY 1-3 MILES; REPORTED THROUGH    
     OLD COAST GUARD RECORDS, WD CLEARED TO  63 FT IN 1939.                   
  27 NO.213; 1313 NT; REPORTED THROUGH OCGR; POS.39-57-00N, 73-55W"
12721,UNKNOWN,"Submerged, nondangerous",40.001114,-73.408489,High,133,Feets,,"HISTORY
  H10611/95-- OPR-B389-CN; UNCHARTED WRECK LOCATED IN LAT. 40-00-04.01N, LONG. 73-24-30.56W. MB LD OF 133 Feets (40.69 METERS). (ENT 11/15/04, SJV)"
13958,UNKNOWN,"Submerged, dangerous",40.007272,-72.759475,High,23.61,Meters,,"H11360/04 --
Survey Position: 41°00'26.175""N, 72°45'34.110""W
Least Depth: 23.61 m
Timestamp: 2004-266.05:41:29.512 (09/22/2004)
Remarks: The feature is an uncharted wreck imaged with KLEIN 5000 SSS with KONGSBERG/SIMRAD EM1002
MBES bathymetry. A least depth sounding over the feature was acquired.
Hydrographer Recommendations: Chart as per digital data
AHB comments: Concur. Chart 77 Wk as shown in the present survey location.
updated 5/18/2007 JCM"
1469,MOHAWK,Unknown,40.023447,-73.904853,Low,51.5,Feets,,"CL632/50--CGS; WK LOCATED IN LAT 40-01-24N, LONG 73-54-19W; HUNG AT 54 FT;  ì
CLEARED BY 51.5 FT (PREDICTED TIDES); POSITION OBTAINED FROM TWO FISHERMEN ì
WHO HAVE WK WELL COVERED WITH FISH POTS MARKED BY CORK AND FLAG BUOYS; ì
MOST WERE REMOVED FOR DRAG OPERATIONS; CHART AS 51 FT SNDG WITH BASKET AND ì
DANGER CURVE. (ENTERED MSM 11/85)

 DESCRIPTION
  24 NO.317; CARGO, 5896 GT; POS. ACCURACY 1-3 MILES; REPORTED THRU OCGR; ì
WD CLEARED TO 51 FT                                                      
  27 NO.211; 5896 GT.                                                         
  195 LORAN-C RATES HAVE BEEN PROVIDED BY MR. RICHARD TARACKA, GREENWICH, CT. ì
POLICE DEPT., TEL. NO. 203-622-8020; 9960-X 26867.8, 9960-Y 43670.7. ì
(ENTERED MSM 6/89)"
1470,LILLIAN,Unknown,40.025111,-73.527342,Low,114,Feets,,"HISTORY
  ---ORIGINAL SOURCE NOT DETERMINED                                      
  FE9/51--WD CLEAR TO 19 FATHOMS (SURVEY OTHERWISE NOT EVALUATED)               

 DESCRIPTION                             
  24 NO.347; CARGO, 3402 GT; SUNK 2/27/39; POSITION ACCURACY WITHIN 1 MILE; ì
REPORTED THROUGH BUR MARINE INSP. AND NAV. DEPT. OF COMM., POS.40-01-30N, ì
73-31-40W.                                                               
  27 NO.591; FTR. SANK 2/27/39, LOCATED BY BUR. OR MARINE INSPECTION AND ì
NAVIGATION, DEPT. OF COMMERCE POSITION 40-01-30N, 73-31-40W.             
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26697.0, ì
9960-Y 43419.4. (ENTERED MSM 4/90)
  

SURVEY REQUIREMENTS
INFORMATION--VESSEL BROKEN UP, MAY EXIST IN MULTIPLE LOCATIONS."
1477,PARK CITY,Unknown,40.051228,-74.021803,Low,55,Feets,,"NM 34/51 -- THE TUG PARK CITY, AFTER STRIKING A SUBM OBJECT, IS SUNK IN 70FT OF WATER, WITH 55FT OF WATER OVER IT, ABT. 6,090YDS 172DEG FROM MANASQUAN INLET SOUTH BREAKWATER LIGHT. APPROX POSITION 40/03/04N 74/01/20W (UPDATED 3/27/06, SME)

  NM DATED 5/30/54                                                              

DESCRIPTION
                           
  24 NO.592; TUG, 391 GT, SUNK 8/8/51 BY MARINE CASUALTY, LOCATED 8/22/51     
     (SOURCE UNK), POS. ACCURACY 1 MILE; WD CLEARED TO 55 FT.; POSITION       
     40-03-03N, 74-01-19W.                                                    
**** LORAN-C RATES HAVE BEEN PROVIDED BY MR. RICHARD TARACKA, GREENWICH, CT.  
     POLICE DEPT., TEL. NO. 203-622-8007; 9960 X 29933.2, 9960 Y 43461.2  
     (ENTERED MSM 6/89)"
12897,UNKNOWN,"Submerged, dangerous",40.056458,-73.992619,High,47,Feets,,"L1070/04 -- H11243; SAIC DISCOVERED A WRECK IN A CHARTED FISH HAVEN THIS IS COVERED 47 Feets.  AUTHORIZED MINMUM DEPTH OF FISH HAVEN  IS 50 FT.  WRECK IS APPROXIMATELY 85 FT LONG AND STANDS 26 FT ABOVE THE BOTTOM.  RECOMMEND CHARTING A 47 WK IN 40-03-23.48N  073-59-33.44W. (ENT. 12/17/04, JRS)"
1478,CADWALDER,Unknown,40.060947,-74.007911,Low,49,Feets,,"F00097/50 --CS-326;  FATH SDG ON WK OF 50FT.  MIN HANG OF 57FT AND CLEARED TO 49FT.  IN LAT. 40/03/39, LONG. 74/00/30

DESCRIPTION
  24 NO.593; CARGO, 1478 GT; SUNK 8/29/42 BY MARINE CASUALTY; POSITION ACCUR.
     WITHIN 1 MILE; WD CLEARED TO 50 FT REPORTED THROUGH H.O. CHART RECORDS"
1480,VALPARAISO,Unknown,40.07595,-73.975133,Low,54,Feets,,"CL632/50--CGS; 9/1/50; WK OF WOODEN BARGE LOCATED BY SONAR IN LAT 40-04-34N,  LONG 73-58-32W; FATHOMETER SNDG OF 57 FT IN 69-71 FT OF WATER; HUNG AT 55 FT; CLEARED BY 54 FT.                                                            
  CL417/61--CGS; 12/29/60; RED METAL MAST IS REPORTED 10 FT BELOW WATER SURFACE; CHART AMENDED TO SHOW 10 FT REP; WIRE DRAG MONTLY ACTIVITIES REPORT SHOWS    
  FE6/15--CLEARED TO 55 FT AT 40-04-18N, 73-58-34W.(OTHERWISE NOT EVALUATED 
  F00097/50 --CS-326;   THE BARGE VALPRAISO WAS LOCATED WITH A WD CLEARENCE OF 54 F IN LAT 40-04-33, LONG. 73-58-32.

DESCRIPTION                            
  24 NO.594; CARGO; 4979 GT,  SUNK 12/20/40; POSITION ACCURACY WITHIN 1 MILE; 
     WD CLEARED TO 55 FT. (SOURCE UNK.); REP. THROUGH USCG, DATED 2/28/51; 
     POS. 40-04-36N, 73-58-32W                                                

SURVEY REQUIREMENTS
NOT DETERMINED"
1482,UNKNOWN,Unknown,40.076781,-73.975133,Low,54,Feets,,"NM26/42--PREVIOUSLY LOCATED AT LAT. 40-04-00 LONG. 73-58-20 BY USS  ì
SAGAMORE DURING DRAG OPS IN 50 FT.                                           
  NM26/42 REPORTED THAT USS SAGAMORE LOCATED WK AT LATITUDE ì
40-04N, LONGITUDE 73-58-20W DURING DRAG OPERATIONS IN 50 FT.

 DESCRIPTION
  24 NO.316; BARGE; POSITION ACCURACY WITHIN 1 MILE; LOCATED 1950 (SOURCE UNK)
  27 NO.209; WOODEN BARGE LOCATED BY USS SAGAMORE IN 50 FT.                   
  195 LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26916.4, ì
9960-Y 43476.0; IDENTIFIED AS ""BRUNETTE"". (ENTERED MSM 4/90)"
1485,DELAWARE,Unknown,40.086225,-73.967633,Poor,49,Feets,,"CL775/50--CGS; 9/29/50; LOCATION OF WK, PROBABLY THE SS DELAWARE WAS GIVEN ì
TO SHIP PARTY BY FISHERMEN OPEARTING OUT OF MANAQUAN INLET; WK IS LOCATED IN ì
LAT 40-03-39N, LONG 74-00-31W; SNDG OF 51 FT OBTAINED IN 64-68 FT OF WATER; ì
WIRE DRAG CLEARED AT 49FT; CHART AS 49 WITH BASKET AND DANGER CURVE. ì
(ENTERED MSM 11/85)                                                          

 DESCRIPTION
  195  LORAN C RATES PROVIDED BY MR. RICHARD TARACKA, GREENWICH, ì
CT. POLICE DEPARTMENT, TEL NO 203-622-8020; 9960-X 26928.4, ì
9960-Y 43467.5. (ENTERED MSM 4/90)"
7780,UNKNOWN,"Submerged, dangerous",40.128853,-73.939969,High,55,Feets,,"FE333SS/89--OPR-C147-HE-89; CONTACT NO. 30; CONTACT IS SHOWN ON ì
PRIOR SURVEY H10290/88 AS A 54 FT. OBSTRUCTION; LOCATED WITHIN A ì
CHARTED FISH HAVEN; DIVERS FOUND WOODEN WRECK RISING ABOUT 10 FT. ì
ABOVE A FLAT SANDY BOTTOM; WRECK HAD A ROUNDED BOW SECTION WHICH ì
WAS LOWER THAN THE SIDES OF THE WRECK; LEAST DEPTH OF 59 FT., ì
TAKEN ON THE GUNWHALE ON THE NORTHEAST CORNER OF THE WRECK, WAS 4 ì
FT. DEEPER THAN ECHOSOUNDER DEPTH OF 55 FT., SO EVALUATOR ì
SELECTED ECHOSOUNDER DEPTH OVER DIVER DEPTH; LORAN C RATES: ì
9960-W 15506.8, 9960-X 26908.8, 9960-Y 43506.6, 9960-Z 59772.3; ì
LAT 40-07-43.87N, LONG 73-56-23.89W; HYDROGRAPHER AND EVALUATOR ì
RECOMMENDED NOT CHARTING THIS WRECK SINCE IT FALLS WITHIN A FISH ì
HAVEN. (ENTERED MSM 5/90)"
7779,UNKNOWN,"Submerged, dangerous",40.132214,-73.931556,High,51,Feets,,"FE333SS/89--OPR-C147-HE-89; CONTACT NO. 24; 50M RANGE SCALE ì
SIDE SCAN SONAR INVESTIGATION CONDUCTED OVER COORDINATES PROVIDED ì
BY WHITING IN H10290/88; DIVER INVESTIGATION FOUND AN OLD METAL ì
WRECK THAT WAS COVERED WITH CORAL AND OTHER SEA LIFE; WRECK HAD ì
TWO DECKS, THE HIGHEST OF WHICH ROSE 20 FT. ABOVE THE BOTTOM; ì
LEAST DEPTH OF 51 FT. TAKEN ON RAIL ON THE UPPER DECK; NO ì
IDENTIFYING MARKINGS WERE FOUND ON THE WRECK; FALLS WITHIN AN ì
ARTIFICIAL REEF WITH AN AUTHORIZED MINIMUM DEPTH OF 50 FT.; LORAN ì
C RATES: 9960-W 15503.8, 9960-X 26905.9, 9960-Y 43508.4, 9960-Z ì
59774.0; LAT 40-07-55.965N, LONG 73-55-53.599W; HYDROGRAPHER AND ì
EVALUATOR RECOMMENDED NOT CHARTING THIS WRECK. (UPDATED MSM 5/90)"
1502,CATAMOUNT,Unknown,40.135942,-73.360672,Low,114,Feets,,"01502
DESCRIPTION
  24 NO.364; PATROL, 67 GT,SUNK 3/27/43 BY MARINE CASUALTY; POSITION ACCURACY 
     WITHIN 1 MILE; MAY BE VESSEL REPORTED AT 40 09N, 73-21W BY NMR8/43       
     BEARING 130 DEG, ABOUT 28 MI FROM AMBROSE LIGHTSHIP; SUBSEQUENTLY        
     WD CLEARED TO 114 FT(SOURCE UNK)                                         

SURVEY REQUIREMENTS
NOT DETERMINED"
1504,BARGE NO.10,"Submerged, dangerous",40.142053,-73.970561,High,47,Feets,,"NM14/65--WK BUOY ESTABLISHED 50 YDS 060 DEGREES FROM SUNKEN BARGE WHICH ì
LIES IN SOUTH SOUTHWESTERLY POSITION WITH A LEAST DEPTH OF 15 FT.
  NM30/65--BY DISCONTINUED; COE REPORTS SUNKEN BARGE CANNOT BE LOCATED.
  FE221/78-79--OPR-C622, ITEM 9; LOCATED W/0 WD THRU LORAN-C POS. PROVIDED  ì
BY GENE GEER, AMER. LITTORAL SOCIETY; DIVER VERIFIED AS BARGE W/DERRICK, ì
65 FT. L, 30 FT. W, RESTING IN INVERTED POS.;POSITION AND LEADLINE LEAST ì
DEPTH OF 46 FT. DETERMINED; MRS. SCHWARTZ, SEC. FOR ATLANTIC, ì
GULF AND PACIFIC CO. WV, IDENTIFIED VESSEL AS BARGE NO. 10.
  CL1958/78--NOS; REVISE POS OF WK AND CHANGE SYMBOL TO 46 FT SNDG WITH ì
DANGER CURVE & TYPE WK.
  H10291/88--OPR-C147-WH-88; BARGE-LIKE SIDE SCAN SONAR CONTACT ì
FOUND IN LAT 40-08-31.297N, LONG 73-58-14.176W (NAD 27); POSITION ì
SCALED FROM SONARGRAMS; NO DIVER INVESTIGATION, PER INSTRUCTIONS; ì
ACCURATE POSITION AND LEAST DEPTH TO BE DETERMINED BY HECK IN ì
1989; HEIGHT OF 11.4 FT. SCALED FROM SONARGRAMS; PRELIMINARY ì
LEAST DEPTH OF 42 FT.; EVALUATOR RECOMMENDED CHARTING 42 FT. ì
OBSTRUCTION AS SHOWN ON SMOOTH SHEET INSTEAD OF CHARTED 46 FT. ì
WRECK PENDING FURTHER INVESTIGATION. (UPDATED MSM 10/89)
  FE334SS/89--OPR-C147-HE-89; DIVER INVESTIGATION OF SIDE SCAN ì
SONAR CONTACT FOUND ON SURVEY H10291/88; A LARGE METAL BARGE ì
LYING INVERTED ON A SANDY BOTTOM RISING 6-8 FT. OFF THE BOTTOM ON ì
ONE SIDE AND 3 FT. ON THE OTHER; VERY GOOD VISIBILITY; NO SIGN OF ì
DERRICK, BUT DIVERS SPECULATED THAT SINCE THE WRECK IS HIGHER ON ì
ONE SIDE THAN THE OTHER, THE DERRICK IS LIKELY UNDER THE WRECK ì
AND WORKING INTO THE SAND; LEAST DEPTH OF 47 FT. TAKE ON HIGHER ì
SIDE; LORAN RATES: 9960-W 15516.4, 9960-X 26924.3, 9960-Y ì
43516.0, 9960-Z 59772.5; LAT 41-08-31.398N, LONG 73-58-14.02W; ì
HYDROGRAPHER AND EVALUATOR RECOMMENDED REPLACING CHARTED 46 FT. ì
DEPTH WITH 47WK AS FOUND BY THIS SURVEY. (UPDATED MSM 5/90)"
7778,UNKNOWN,"Submerged, dangerous",40.147547,-73.930514,High,58,Feets,,"333SS/89--OPR-C147-HE-89; CONTACT NO. 16; 50M SIDE SCAN SONAR ì
COVERAGE OVER CONTACT PROVIDED BY WHITING IN H10290/88; DIVER ì
INVESTIGATION LOCATED A BADLY DETERIORATED WOODEN WRECK WHICH WAS ì
SUNK INTO A FLAT SANDY BOTTOM; HIGHEST OBJECT WAS A LARGE CORAL ì
COVERED ROCK OR PIECE OF WRECKAGE; DIVERS UNABLE TO DETERMINE THE ì
EXACT NATURE OF THIS CORAL COVERED OBJECT; POSITIVE ì
IDENTIFICATION OF WRECKAGE COULD NOT BE MADE; LAT 40-08-51.166N, ì
LONG 73-55-49.845W; LORAN C RATES: 9960-W 15503.1, 9960-X ì
26907.3, 9960-Y 43517.6, 9960-Z 59778.2; EVALUATOR RECOMMENDED ì
CHARTED A DANGEROUS WRECK COVERED 58 FT. MLLW AT SURVEY POSITION. ì
(ENTERED MSM 5/90)"
1509,ARUNDO,Unknown,40.173722,-73.682072,Low,73,Feets,,"HISTORY
  FE101/51(FE10/51WD)--CS-326; ITEM 26; WK LOCATED IN LAT 40-10-25N, LONG ì
HUNG AT 76 FT; CLEARED BY 73FT; CHARTED AS BASKET SNDG 73 FT WITH TYPE WRECK. ì
(ENTERED MSM 12/85)

 DESCRIPTION
  24 NO.315; CARGO, 5136 GT,SUNK 4/28/42 BY SUBMARINE; POSITION ACCURACY ì
WITHIN 1 MILE; REPORTED THROUGH ESF, 7/31/43,  63 FT LEAST DEPTH; WD ì
CLEARED TO 72 FT, 1950(SOURCE UNKNOWN)
  27 NO.206; CARGO, BUOY MARKING THE WRECK CLEARED TO A LD OF 63 FT.          
  195 LORAN-C RATES HAVE BEEN PROVIDED BY MR. RICHARD TARACKA, GREENWICH, CT. ì
POLICE DEPT., TEL. NO. 203-622-8007; 9960-X 26792.4, 9960-Y 43515.1 ì
(ENTERED MSM 6/89)"
1514,VEGA,"Submerged, dangerous",40.194108,-73.946447,High,55,Feets,,"HISTORY
  NM5/61-FERRY, 75 FT. L, LAT. 40-13N, LONG, 73-57W.
  CL1958/78--NOS; ADDED SUBM DANG WK IN LAT 40-11-39N, LONG 76-56-49W.
  CL1433/80--NOS; REVISED WK SYMBOL FROM SUBM DANG WK TO 53 FT SNDG ì
WITH DANGER CURVE AND TYPE WK IN LAT 40-11-39N, LONG 73-56-49.2W; WK IN ì
LAT 40-13-00N, LONG 73-57-00 DELETED.
  FE221/78-79--OPR-C622, ITEM 8; HANG AT UNSPECIFIED DEPTH, NOT CLEARED;  ì
DIVERS VERIFIED AS VEGA IN N-S ORIENTATION, INVERTED POSITION, BOTTOM DEPTH ì
64 FT., LL LD 53 FT; IN LAT 40-11-39N, LONG 73-56-49.2W; WK IN LAT 40-13-00N, ì
LONG 73-57-00W DELETED.
  H10287/88--OPR-C147-WH; NOT FOUND WITHIN LIMITS OF SHEET BUT ì
WAS FOUND ON H-10290. (UPDATED MSM 8/89)
  H10290/88--OPR-C147-WH-88; 200% SIDE SCAN SONAR COVERAGE FOR ì
100M RADIUS; A SIGNIFIGANT CONTACT WITH WRECK-LIKE ì
CHARACTERISTICS FOUND IN LAT 41-11-38.437N, LONG 73-56-47.494W ì
(SCALED FROM SONARGRAM); CALCULATED HEIGHT OFF BOTTOM OF 10.5FT. ì
IN 65-70 FT.; APPROXIMATE DEPTH OF 56 FT.; EVALUATOR RECOMMENDED ì
CARRYING CHARTED 53 FT. WRECK FORWARD PENDING ADDITIONAL FIELD ì
DATA TO DETERMINE ACCURATE POSITION AND LEAST DEPTH. (UPDATED MSM ì
10/89)
  FE333SS/89--OPR-C147-HE-89; CONTACT NO. 26; 50M RANGE SCALE ì
SIDE SCAN SONAR CONDUCTED OVER POSITION PROVIDED BY WHITING ON ì
H10290/88; DIVERS LOCATED A RUSTED BUT INTACT CAPSIZED AUTOMOBILE ì
AND PASSENGER FERRY MEASURING APPROXIMATELY 80 FT. LONG AND 40 ì
FT. WIDE; LOCAL DIVERS IDENTIFIED AS THE VEGA; WRECK ROSE ì
APPROXIMATELY 15 FT. OFF A SANDY BOTTOM; LEAST DEPTH OF 55 FT. BY ì
LEADLINE; LORAN C RATES: 9960-W 15507.0, 9960-X 26921.6, 9960-Y ì
43546.9, 9960-Z 59788.9; LAT 40-11-38.791N, LONG 73-56-47.207W; ì
EVALUATOR RECOMMENDED CHARTING A 55WK AS SHOWN ON THIS SURVEY. ì
(UPDATED MSM 5/90)"
1517,POCOPSON,"Submerged, dangerous",40.203397,-73.987617,High,48,Feets,,"HISTORY
  H6190/36-- 42 FT SHOAL SDG FOUND AT LAT 40-12-08.4N, LONG 73-58-57.6W;  ì
ADDITIONAL WORK RECOMMENDED.
  H6463/39WD--ITEM 25 & 26; A 41 FT SNDG WAS TAKEN ON A WK IN LAT 40-12-12N,  ì
LONG 73-59-18W; FELT LIKE BITS OF WRECKAGE; CLEARED BY 39 FT.; ALSO REF ì
AWOIS #1516. (ENTERED MSM 1/86)
  H10287/88--OPR-C147-WH; SIDE SCAN SONAR CONTACT #15 BELIEVED TO ì
BE THIS WRECK; ESTIMATED LEAST DEPTH OF 47 FT; LAT 41-12-12.2N, ì
LONG 73-59-16.5W (NAD 83); REFERRED FOR ADDITIONAL WORK BY HECK ì
IN 1989; IN INTERIM, 41 FT SOUNDING CARRIED FORWARD FROM H6463WD.
  FE332SS/89--OPR-C147-HE-89; CONTACT NO. 15; 50M RANGE SCALE SSS ì
SEARCH WAS PERFORMED OVER THE COORDINATES PROVIDED BY WHITING; ì
DIVERS FOUND THE DETERIORATED REMAINS OF AN OLDER WOODEN WRECK; ì
RISES NO MORE THAN 1-2 FT. ABOVE THE BOTTOM; CONSIDERED ì
INSIGNIFICANT; ECHOSOUNDER AND DIVER LEAST DEPTH OF 48 FT.; ì
BECAUSE OF DETERIORATED CONDITION, COULD NOT POSITIVELY VERIFY ì
IDENTITY, HOWEVER HECK BELIEVES THIS IS THE ITEM AND CONSIDERS IT ì
RESOLVED; LAT 41-12-12.231N, LONG 73-59-15.415W; HYDROGRAPHER AND ì
EVALUATOR RECOMMENDED CHARTING 48WK AND DELETING CHARTED 39 FT. ì
CLEARED DEPTH AND 41 FT. SOUNDING. (UPDATED MSM 5/90)

 DESCRIPTION
  24 NO.606; BARGE; SUNK 1936; POSITION, ACCURACY WITHIN 1 MILE; WD CLEARED ì
TO 39 FT.(H6463/39WD); LOCATED 1905 (SOURCE UNK.); REPORTED THROUGH H.O. ì
CHART RECORDS, DATED ? POS. 40-12-09N, 73-59-14W."
4750,UNKNOWN,Unknown,40.209833,-73.763461,Low,122,Feets,,"HISTORY
NM DATED 6/20/45                                                              
FE10/1951, CLEARED TO 122 FT.                                                 

DESCRIPTION                                                             
  24 NO.558; POSITION ACCURACY WITHIN 1 MILE, AT 40-12-42N,73-45-42W.         

SURVEY REQUIREMENTS
NOT DETERMINED"
